,red,blue,green,hue,saturation,value,ph
1956,0.47058824,0.7411765,0.7607843,184.05408,0.38144326,0.7607843,7.0
4723,0.8117647,0.40392157,0.74509805,309.8077,0.50241536,0.8117647,14.0
4200,0.9098039,0.5058824,0.85882354,307.57285,0.44396544,0.9098039,12.0
863,0.54901963,0.5803922,0.8,232.5,0.3137254,0.8,4.2
2053,0.7254902,0.81960785,1.0,219.42857,0.27450976,1.0,7.2
1313,0.49411765,0.8,0.81960785,183.61447,0.39712915,0.81960785,6.8
306,0.4745098,0.54509807,0.8117647,227.44186,0.4154589,0.8117647,4.0
1322,0.5254902,0.8117647,0.8117647,179.99997,0.35265693,0.8117647,6.8
4101,0.91764706,0.49019608,0.8901961,303.85324,0.4658119,0.91764706,12.0
2888,0.4862745,0.5921569,0.8666667,223.29897,0.43891397,0.8666667,7.6
4061,0.9137255,0.4862745,0.8784314,304.95413,0.4678111,0.9137255,12.0
3212,0.44705883,0.41568628,0.58431375,251.16278,0.28859058,0.58431375,8.2
2071,0.73333335,0.83137256,1.0,217.9412,0.26666662,1.0,7.2
3786,1.0,0.59607846,0.9372549,309.3204,0.40392148,1.0,10.0
2155,0.75686276,0.8509804,1.0,216.7742,0.24313721,1.0,7.2
4072,0.91764706,0.49019608,0.88235295,304.95413,0.4658119,0.91764706,12.0
3243,0.40392157,0.41960785,0.5764706,234.54546,0.29931968,0.5764706,8.2
3934,0.96862745,0.54509807,0.9254902,306.1111,0.4372469,0.96862745,10.0
4053,0.91764706,0.49411765,0.8745098,306.1111,0.4615384,0.91764706,12.0
2828,0.5254902,0.6039216,0.87058824,226.36365,0.3963963,0.87058824,7.6
257,0.4745098,0.53333336,0.7921569,228.88889,0.40099004,0.7921569,4.0
1819,0.46666667,0.7372549,0.75686276,184.05408,0.38341963,0.75686276,7.0
4426,0.92156863,0.49411765,0.89411765,303.85324,0.46382973,0.92156863,12.0
4348,0.9098039,0.54509807,0.8627451,307.74194,0.40086198,0.9098039,12.0
3398,0.43137255,0.42352942,0.5764706,243.07692,0.2653061,0.5764706,8.2
4321,0.972549,0.5176471,0.92156863,306.72415,0.46774185,0.972549,12.0
2426,0.74509805,0.84313726,1.0,216.92308,0.25490192,1.0,7.2
3924,0.96862745,0.53333336,0.91764706,307.02704,0.44939262,0.96862745,10.0
4131,0.9764706,0.5294118,0.9254902,306.84213,0.45783123,0.9764706,12.0
3690,0.93333334,0.5803922,0.8862745,308.00003,0.37815118,0.93333334,10.0
1288,0.5372549,0.84313726,0.8392157,179.23074,0.3627906,0.84313726,6.8
2800,0.5019608,0.6117647,0.87058824,222.12767,0.42342335,0.87058824,7.6
1743,0.4627451,0.73333335,0.7529412,184.05408,0.38541663,0.7529412,7.0
3325,0.43529412,0.42745098,0.60784316,242.60869,0.29677415,0.60784316,8.2
2641,0.50980395,0.6117647,0.8901961,223.91753,0.4273127,0.8901961,7.6
2780,0.49019608,0.60784316,0.8666667,221.25,0.43438908,0.8666667,7.6
2454,0.7372549,0.84313726,1.0,215.8209,0.26274505,1.0,7.2
4011,0.9137255,0.54901963,0.85882354,309.0323,0.39914155,0.9137255,12.0
2847,0.53333336,0.59607846,0.8352941,227.53247,0.36150226,0.8352941,7.6
4368,0.8901961,0.5019608,0.85882354,304.8485,0.43612325,0.8901961,12.0
4438,0.94509804,0.49411765,0.8980392,306.2609,0.47717836,0.94509804,12.0
3124,0.45490196,0.43137255,0.58431375,249.23076,0.26174495,0.58431375,8.2
2715,0.5058824,0.5882353,0.8509804,225.68182,0.40552986,0.8509804,7.6
3345,0.42352942,0.41568628,0.59607846,242.60869,0.30263153,0.59607846,8.2
1827,0.49803922,0.7411765,0.7647059,185.29414,0.3487179,0.7647059,7.0
2336,0.8627451,0.84313726,1.0,247.5,0.15686272,1.0,7.2
3645,0.9882353,0.5686275,0.93333334,307.8505,0.4246031,0.9882353,10.0
2764,0.49019608,0.60784316,0.8666667,221.25,0.43438908,0.8666667,7.6
4051,0.90588236,0.49019608,0.87058824,305.09436,0.4588744,0.90588236,12.0
1022,0.5372549,0.77254903,0.76862746,178.99997,0.30456847,0.77254903,6.8
1269,0.4862745,0.7921569,0.8117647,183.61447,0.40096614,0.8117647,6.8
617,0.5058824,0.5803922,0.8352941,226.42857,0.39436612,0.8352941,4.2
3905,0.95686275,0.53333336,0.9137255,306.1111,0.44262287,0.95686275,10.0
3085,0.4509804,0.40392157,0.5921569,254.99998,0.31788075,0.5921569,8.2
566,0.54509807,0.5803922,0.8156863,232.17392,0.3317307,0.8156863,4.2
4597,0.81960785,0.39607844,0.76862746,307.22223,0.51674634,0.81960785,14.0
3097,0.4392157,0.4,0.58431375,252.76595,0.31543618,0.58431375,8.2
1877,0.47058824,0.7372549,0.7372549,179.99997,0.36170208,0.7372549,7.0
357,0.45490196,0.5137255,0.74509805,227.83784,0.38947362,0.74509805,4.0
3492,0.4509804,0.4117647,0.5764706,254.2857,0.28571424,0.5764706,8.2
930,0.5254902,0.56078434,0.8509804,233.49397,0.3824884,0.8509804,4.2
3698,0.9490196,0.5686275,0.8980392,308.04126,0.40082636,0.9490196,10.0
1654,0.4509804,0.74509805,0.74509805,179.99997,0.3947368,0.74509805,7.0
2713,0.5058824,0.5882353,0.8509804,225.68182,0.40552986,0.8509804,7.6
4972,0.8392157,0.42352942,0.78431374,307.92453,0.49532703,0.8392157,14.0
2319,0.76862746,0.84705883,1.0,219.66103,0.2313725,1.0,7.2
3384,0.43137255,0.41568628,0.59607846,245.21739,0.30263153,0.59607846,8.2
3603,0.96862745,0.54509807,0.9254902,306.1111,0.4372469,0.96862745,10.0
92,0.48235294,0.5294118,0.7921569,230.88608,0.39108905,0.7921569,4.0
222,0.46666667,0.53333336,0.7607843,226.4,0.38659787,0.7607843,4.0
2103,0.74509805,0.84313726,1.0,216.92308,0.25490192,1.0,7.2
757,0.5411765,0.5764706,0.8117647,232.17392,0.33333325,0.8117647,4.2
742,0.5176471,0.5803922,0.8117647,227.20001,0.36231875,0.8117647,4.2
2420,0.7372549,0.8392157,1.0,216.71643,0.26274505,1.0,7.2
3742,0.9607843,0.5294118,0.92941177,304.36365,0.4489795,0.9607843,10.0
626,0.5058824,0.5764706,0.84313726,227.44186,0.39999992,0.84313726,4.2
4932,0.81960785,0.39607844,0.76862746,307.22223,0.51674634,0.81960785,14.0
3140,0.5372549,0.52156866,0.6156863,249.99998,0.1528662,0.6156863,8.2
2644,0.50980395,0.6117647,0.8901961,223.91753,0.4273127,0.8901961,7.6
2437,0.7294118,0.8392157,1.0,215.65219,0.2705882,1.0,7.2
3347,0.43137255,0.41568628,0.59607846,245.21739,0.30263153,0.59607846,8.2
3555,0.9607843,0.5411765,0.90588236,307.8505,0.43673462,0.9607843,10.0
3026,0.5058824,0.4509804,0.6117647,260.4878,0.26282048,0.6117647,8.2
295,0.4745098,0.54509807,0.8117647,227.44186,0.4154589,0.8117647,4.0
1698,0.46666667,0.7254902,0.74509805,184.22537,0.37368417,0.74509805,7.0
2097,0.7294118,0.8392157,1.0,215.65219,0.2705882,1.0,7.2
2759,0.49019608,0.60784316,0.8666667,221.25,0.43438908,0.8666667,7.6
2137,0.77254903,0.84705883,1.0,220.34483,0.22745094,1.0,7.2
4122,0.9647059,0.52156866,0.9137255,306.90268,0.4593495,0.9647059,12.0
4781,0.8117647,0.4117647,0.78039217,304.7059,0.49275357,0.8117647,14.0
4115,0.9490196,0.49803922,0.9019608,306.2609,0.47520655,0.9490196,12.0
2900,0.4745098,0.5882353,0.8627451,222.42424,0.44999993,0.8627451,7.6
3621,1.0,0.5882353,0.9490196,307.4286,0.41176462,1.0,10.0
4307,0.98039216,0.52156866,0.9254902,307.1795,0.4679999,0.98039216,12.0
2893,0.4862745,0.5803922,0.85882354,224.8421,0.4337899,0.85882354,7.6
4685,0.8117647,0.4392157,0.7490196,310.1053,0.45893714,0.8117647,14.0
4827,0.84705883,0.42745098,0.77254903,310.6542,0.4953703,0.84705883,14.0
998,0.57254905,0.58431375,0.7882353,236.72728,0.27363178,0.7882353,4.2
1751,0.4627451,0.7294118,0.75686276,185.60002,0.38860098,0.75686276,7.0
2189,0.7764706,0.8117647,1.0,230.52632,0.22352937,1.0,7.2
3139,0.5568628,0.5254902,0.61960787,259.99997,0.1518987,0.61960787,8.2
4142,0.9607843,0.5137255,0.91764706,305.7895,0.46530604,0.9607843,12.0
2007,0.8392157,0.84705883,1.0,237.07317,0.16078429,1.0,7.2
2039,0.7490196,0.8156863,1.0,224.06252,0.25098035,1.0,7.2
3089,0.44313726,0.40784314,0.5921569,251.48935,0.31125823,0.5921569,8.2
14,0.4627451,0.5176471,0.7490196,228.49315,0.3821989,0.7490196,4.0
156,0.49019608,0.54509807,0.8039216,229.5,0.39024386,0.8039216,4.0
133,0.47058824,0.5411765,0.8039216,227.29411,0.41463408,0.8039216,4.0
2275,0.7058824,0.83137256,1.0,214.40001,0.2941176,1.0,7.2
3672,0.95686275,0.627451,0.8862745,312.85715,0.34426224,0.95686275,10.0
2331,0.7647059,0.79607844,1.0,232.0,0.23529407,1.0,7.2
4880,0.8039216,0.4117647,0.7490196,308.40002,0.4878048,0.8039216,14.0
4630,0.85490197,0.4392157,0.8,307.92453,0.48623848,0.85490197,14.0
1528,0.48235294,0.7294118,0.73333335,180.93753,0.34224594,0.73333335,7.0
4991,0.84705883,0.42352942,0.78431374,308.88892,0.49999994,0.84705883,14.0
3526,0.9647059,0.5764706,0.9098039,308.48486,0.40243894,0.9647059,10.0
4308,0.96862745,0.50980395,0.91764706,306.6667,0.47368413,0.96862745,12.0
4999,0.8156863,0.48235294,0.7254902,316.23532,0.4086538,0.8156863,14.0
1008,0.5764706,0.76862746,0.75686276,176.32649,0.24999994,0.76862746,6.8
1325,0.54901963,0.8,0.8039216,180.92311,0.3170731,0.8039216,6.8
1418,0.48235294,0.78431374,0.80784315,184.33737,0.40291256,0.80784315,6.8
4339,0.92941177,0.57254905,0.8627451,311.2088,0.38396618,0.92941177,12.0
4462,0.95686275,0.5254902,0.9254902,304.36365,0.45081958,0.95686275,12.0
1612,0.49019608,0.7372549,0.74509805,181.84618,0.3421052,0.74509805,7.0
496,0.48235294,0.5372549,0.79607844,229.5,0.39408863,0.79607844,4.0
1979,0.48235294,0.7529412,0.7529412,179.99997,0.35937494,0.7529412,7.0
276,0.47058824,0.5411765,0.8039216,227.29411,0.41463408,0.8039216,4.0
3354,0.42745098,0.40784314,0.5921569,246.38298,0.31125823,0.5921569,8.2
4876,0.79607844,0.40784314,0.7411765,308.48486,0.48768467,0.79607844,14.0
3824,0.9529412,0.5803922,0.8901961,310.1053,0.39094642,0.9529412,10.0
2065,0.7254902,0.81960785,1.0,219.42857,0.27450976,1.0,7.2
3884,0.9607843,0.5411765,0.9098039,307.28973,0.43673462,0.9607843,10.0
3083,0.4509804,0.40392157,0.5921569,254.99998,0.31788075,0.5921569,8.2
2532,0.5254902,0.5882353,0.8745098,229.21349,0.39910305,0.8745098,7.6
4155,0.972549,0.52156866,0.9254902,306.2609,0.4637096,0.972549,12.0
2859,0.5254902,0.6,0.85490197,226.42857,0.38532102,0.85490197,7.6
1519,0.50980395,0.7294118,0.7372549,182.069,0.30851057,0.7372549,7.0
3662,0.90588236,0.5764706,0.84313726,311.4286,0.36363629,0.90588236,10.0
3065,0.43529412,0.41960785,0.6,245.21739,0.30065355,0.6,8.2
4435,0.92156863,0.49411765,0.89411765,303.85324,0.46382973,0.92156863,12.0
1469,0.50980395,0.8117647,0.8352941,184.33737,0.38967127,0.8352941,6.8
265,0.48235294,0.5294118,0.7921569,230.88608,0.39108905,0.7921569,4.0
648,0.5254902,0.5803922,0.84705883,229.7561,0.37962955,0.84705883,4.2
1889,0.4862745,0.73333335,0.7372549,180.93753,0.3404255,0.7372549,7.0
3601,0.9647059,0.5411765,0.92156863,306.1111,0.4390243,0.9647059,10.0
3471,0.42352942,0.4117647,0.6,243.75,0.31372544,0.6,8.2
3591,0.9647059,0.5411765,0.92156863,306.1111,0.4390243,0.9647059,10.0
3609,0.9843137,0.5647059,0.92941177,307.8505,0.42629474,0.9843137,10.0
4322,0.972549,0.5176471,0.92156863,306.72415,0.46774185,0.972549,12.0
2557,0.4862745,0.5921569,0.8666667,223.29897,0.43891397,0.8666667,7.6
4448,0.9529412,0.5058824,0.90588236,306.3158,0.4691357,0.9529412,12.0
2945,0.46666667,0.6,0.8745098,220.38461,0.46636766,0.8745098,7.6
2983,0.5058824,0.60784316,0.8862745,223.91753,0.42920345,0.8862745,7.6
1061,0.4745098,0.77254903,0.7882353,183.00002,0.3980099,0.7882353,6.8
770,0.53333336,0.5803922,0.8392157,230.76924,0.3644859,0.8392157,4.2
3847,0.94509804,0.60784316,0.8862745,310.46515,0.3568464,0.94509804,10.0
375,0.45882353,0.5176471,0.7607843,228.31169,0.39690715,0.7607843,4.0
2042,0.7490196,0.8156863,1.0,224.06252,0.25098035,1.0,7.2
3081,0.44313726,0.40784314,0.5921569,251.48935,0.31125823,0.5921569,8.2
1746,0.4862745,0.7254902,0.75686276,186.95654,0.35751292,0.75686276,7.0
1671,0.52156866,0.7254902,0.75686276,188.00003,0.31088075,0.75686276,7.0
1142,0.4745098,0.8117647,0.81960785,181.36366,0.42105258,0.81960785,6.8
3896,0.9647059,0.5411765,0.92156863,306.1111,0.4390243,0.9647059,10.0
4872,0.7921569,0.40392157,0.7372549,308.48486,0.49009892,0.7921569,14.0
2085,0.73333335,0.8352941,1.0,217.05884,0.26666662,1.0,7.2
4095,0.93333334,0.4862745,0.8901961,305.7895,0.47899154,0.93333334,12.0
1455,0.54901963,0.83137256,0.84705883,183.15791,0.3518518,0.84705883,6.8
4166,0.9137255,0.59607846,0.84705883,312.59262,0.3476394,0.9137255,12.0
467,0.49411765,0.5294118,0.81960785,233.49397,0.39712915,0.81960785,4.0
873,0.5568628,0.57254905,0.8117647,236.3077,0.3140096,0.8117647,4.2
1226,0.46666667,0.77254903,0.7921569,183.61447,0.41089103,0.7921569,6.8
4380,0.8901961,0.49411765,0.87058824,302.9703,0.44493386,0.8901961,12.0
33,0.46666667,0.5176471,0.7607843,229.6,0.38659787,0.7607843,4.0
519,0.5568628,0.57254905,0.8117647,236.3077,0.3140096,0.8117647,4.2
250,0.48235294,0.5411765,0.77254903,227.83784,0.37563446,0.77254903,4.0
1450,0.54509807,0.827451,0.84313726,183.15791,0.3534883,0.84313726,6.8
259,0.4745098,0.53333336,0.7921569,228.88889,0.40099004,0.7921569,4.0
4403,0.91764706,0.49019608,0.88235295,304.95413,0.4658119,0.91764706,12.0
487,0.5019608,0.54901963,0.80784315,230.76924,0.37864068,0.80784315,4.0
2568,0.4862745,0.5921569,0.8666667,223.29897,0.43891397,0.8666667,7.6
4242,0.9137255,0.49019608,0.87058824,306.1111,0.46351925,0.9137255,12.0
1542,0.47843137,0.7254902,0.7294118,180.93753,0.344086,0.7294118,7.0
2136,0.7490196,0.85882354,1.0,213.75002,0.25098035,1.0,7.2
4158,0.9843137,0.5254902,0.92941177,307.1795,0.46613538,0.9843137,12.0
4446,0.9529412,0.5058824,0.90588236,306.3158,0.4691357,0.9529412,12.0
4674,0.8117647,0.4745098,0.73333335,313.9535,0.4154589,0.8117647,14.0
624,0.5058824,0.5764706,0.84313726,227.44186,0.39999992,0.84313726,4.2
4768,0.8039216,0.4,0.76862746,305.24274,0.50243896,0.8039216,14.0
916,0.5411765,0.57254905,0.81960785,233.23944,0.33971286,0.81960785,4.2
4086,0.92156863,0.49411765,0.89411765,303.85324,0.46382973,0.92156863,12.0
3233,0.42745098,0.41568628,0.5764706,244.39024,0.27891153,0.5764706,8.2
2852,0.5254902,0.6039216,0.84313726,225.1852,0.3767441,0.84313726,7.6
4202,0.9098039,0.5019608,0.8627451,306.9231,0.44827577,0.9098039,12.0
3792,1.0,0.5882353,0.93333334,309.7143,0.41176462,1.0,10.0
1159,0.52156866,0.7921569,0.8117647,184.05408,0.35748786,0.8117647,6.8
3779,0.99607843,0.5647059,0.9372549,308.18182,0.43307078,0.99607843,10.0
2539,0.5176471,0.5921569,0.8745098,227.47253,0.40807167,0.8745098,7.6
3581,0.9607843,0.5372549,0.91764706,306.1111,0.44081625,0.9607843,10.0
2505,0.57254905,0.6156863,0.83137256,230.0,0.3113207,0.83137256,7.6
1227,0.46666667,0.77254903,0.7921569,183.61447,0.41089103,0.7921569,6.8
4665,0.85490197,0.43137255,0.7764706,311.1111,0.49541277,0.85490197,14.0
409,0.46666667,0.53333336,0.7607843,226.4,0.38659787,0.7607843,4.0
2468,0.77254903,0.8509804,1.0,219.31036,0.22745094,1.0,7.2
1842,0.49411765,0.73333335,0.7372549,180.96777,0.3297872,0.7372549,7.0
1367,0.5176471,0.7607843,0.78431374,185.29414,0.3399999,0.78431374,6.8
1848,0.50980395,0.7294118,0.7372549,182.069,0.30851057,0.7372549,7.0
3617,1.0,0.58431375,0.94509804,307.92453,0.4156862,1.0,10.0
911,0.52156866,0.57254905,0.8156863,229.6,0.36057684,0.8156863,4.2
3147,0.5176471,0.49019608,0.627451,252.0,0.21874999,0.627451,8.2
4373,0.8980392,0.5058824,0.88235295,302.40002,0.43668112,0.8980392,12.0
4519,0.8039216,0.43529412,0.73333335,311.48938,0.4585365,0.8039216,14.0
63,0.46666667,0.53333336,0.7607843,226.4,0.38659787,0.7607843,4.0
587,0.5411765,0.5764706,0.8117647,232.17392,0.33333325,0.8117647,4.2
370,0.4627451,0.5176471,0.7490196,228.49315,0.3821989,0.7490196,4.0
4536,0.80784315,0.42352942,0.7372549,311.02042,0.4757281,0.80784315,14.0
1608,0.47058824,0.7490196,0.7490196,179.99997,0.3717277,0.7490196,7.0
1034,0.50980395,0.7607843,0.78431374,185.14288,0.34999993,0.78431374,6.8
377,0.45882353,0.52156866,0.7529412,227.2,0.39062494,0.7529412,4.0
1075,0.5058824,0.78039217,0.80784315,185.45456,0.37378633,0.80784315,6.8
1805,0.47058824,0.7411765,0.7607843,184.05408,0.38144326,0.7607843,7.0
1851,0.49019608,0.7294118,0.73333335,180.96777,0.33155075,0.73333335,7.0
4845,0.8117647,0.4509804,0.73333335,313.0435,0.4444444,0.8117647,14.0
4300,0.9764706,0.53333336,0.91764706,307.9646,0.4538152,0.9764706,12.0
407,0.46666667,0.53333336,0.7607843,226.4,0.38659787,0.7607843,4.0
772,0.5294118,0.5764706,0.8352941,230.76924,0.3661971,0.8352941,4.2
1700,0.47058824,0.7294118,0.7529412,185.00003,0.37499994,0.7529412,7.0
4147,0.96862745,0.50980395,0.91764706,306.6667,0.47368413,0.96862745,12.0
2717,0.49411765,0.59607846,0.85490197,223.04349,0.4220183,0.85490197,7.6
4786,0.8235294,0.42352942,0.7921569,304.7059,0.48571423,0.8235294,14.0
2741,0.4862745,0.59607846,0.85490197,222.12766,0.4311926,0.85490197,7.6
1344,0.54509807,0.76862746,0.76862746,179.99997,0.29081625,0.76862746,6.8
1272,0.49411765,0.8,0.81960785,183.61447,0.39712915,0.81960785,6.8
5,0.47843137,0.52156866,0.7372549,230.0,0.3510638,0.7372549,4.0
2664,0.5254902,0.6039216,0.87058824,226.36365,0.3963963,0.87058824,7.6
4401,0.91764706,0.49019608,0.88235295,304.95413,0.4658119,0.91764706,12.0
1690,0.46666667,0.7254902,0.74509805,184.22537,0.37368417,0.74509805,7.0
3411,0.47843137,0.45882353,0.59607846,248.57143,0.23026314,0.59607846,8.2
2768,0.49019608,0.60784316,0.8666667,221.25,0.43438908,0.8666667,7.6
280,0.49019608,0.5411765,0.8117647,230.48781,0.3961352,0.8117647,4.0
4910,0.8117647,0.39215687,0.7647059,306.72897,0.5169081,0.8117647,14.0
1549,0.48235294,0.7294118,0.73333335,180.93753,0.34224594,0.73333335,7.0
2168,0.87058824,0.8509804,1.0,247.89473,0.14901958,1.0,7.2
2383,0.7372549,0.8235294,1.0,220.29852,0.26274505,1.0,7.2
4934,0.81960785,0.39607844,0.76862746,307.22223,0.51674634,0.81960785,14.0
2503,0.5803922,0.6156863,0.83137256,231.5625,0.30188674,0.83137256,7.6
2502,0.5764706,0.60784316,0.827451,232.5,0.30331746,0.827451,7.6
771,0.53333336,0.5803922,0.8392157,230.76924,0.3644859,0.8392157,4.2
4744,0.7921569,0.39607844,0.7529412,305.9406,0.4999999,0.7921569,14.0
1460,0.54509807,0.827451,0.84313726,183.15791,0.3534883,0.84313726,6.8
1982,0.46666667,0.74509805,0.74509805,179.99997,0.37368417,0.74509805,7.0
3440,0.49019608,0.45490196,0.6117647,253.49998,0.25641024,0.6117647,8.2
2855,0.5176471,0.6,0.8352941,224.44446,0.3802816,0.8352941,7.6
4686,0.80784315,0.43529412,0.74509805,310.1053,0.46116498,0.80784315,14.0
649,0.5254902,0.5803922,0.84705883,229.7561,0.37962955,0.84705883,4.2
926,0.52156866,0.5647059,0.827451,231.53847,0.36966816,0.827451,4.2
4688,0.8,0.42745098,0.7372549,310.1053,0.4656862,0.8,14.0
3791,1.0,0.59607846,0.9372549,309.3204,0.40392148,1.0,10.0
4478,0.9647059,0.5058824,0.9098039,307.1795,0.47560966,0.9647059,12.0
220,0.4627451,0.5254902,0.75686276,227.2,0.38860098,0.75686276,4.0
1105,0.49019608,0.79607844,0.8156863,183.61447,0.3990384,0.8156863,6.8
809,0.53333336,0.5764706,0.84705883,231.75,0.3703703,0.84705883,4.2
4305,0.98039216,0.5254902,0.9137255,308.79312,0.46399993,0.98039216,12.0
2850,0.5176471,0.6,0.8352941,224.44446,0.3802816,0.8352941,7.6
3898,0.9647059,0.5411765,0.92156863,306.1111,0.4390243,0.9647059,10.0
3793,1.0,0.58431375,0.92941177,310.1887,0.4156862,1.0,10.0
4760,0.80784315,0.40392157,0.77254903,305.24274,0.49999994,0.80784315,14.0
2000,0.88235295,0.8509804,1.0,252.63158,0.14901958,1.0,7.2
502,0.57254905,0.5803922,0.7921569,237.85715,0.27722767,0.7921569,4.2
2932,0.4745098,0.6039216,0.8784314,220.7767,0.45982137,0.8784314,7.6
3750,0.9490196,0.5372549,0.93333334,302.28574,0.4338842,0.9490196,10.0
1975,0.47843137,0.74509805,0.7490196,180.86958,0.3612565,0.7490196,7.0
3586,0.9607843,0.5372549,0.91764706,306.1111,0.44081625,0.9607843,10.0
1561,0.47843137,0.7254902,0.7294118,180.93753,0.344086,0.7294118,7.0
4905,0.8117647,0.39215687,0.7647059,306.72897,0.5169081,0.8117647,14.0
4830,0.85882354,0.43137255,0.79607844,308.80734,0.4977168,0.85882354,14.0
489,0.49803922,0.54509807,0.8039216,230.76923,0.38048777,0.8039216,4.0
3194,0.4117647,0.43137255,0.5882353,233.33334,0.29999995,0.5882353,8.2
1581,0.4862745,0.7254902,0.75686276,186.95654,0.35751292,0.75686276,7.0
3355,0.43137255,0.41568628,0.59607846,245.21739,0.30263153,0.59607846,8.2
4238,0.91764706,0.49411765,0.8745098,306.1111,0.4615384,0.91764706,12.0
842,0.5686275,0.5764706,0.7882353,237.85715,0.2786069,0.7882353,4.2
4657,0.85490197,0.42745098,0.7921569,308.80734,0.49999994,0.85490197,14.0
3815,0.9843137,0.57254905,0.9137255,310.28574,0.41832662,0.9843137,10.0
2003,0.85490197,0.84313726,1.0,244.5,0.15686272,1.0,7.2
1362,0.53333336,0.75686276,0.78431374,186.56253,0.31999993,0.78431374,6.8
3012,0.5176471,0.49411765,0.62352943,250.90909,0.20754716,0.62352943,8.2
495,0.4862745,0.5411765,0.8,229.5,0.3921568,0.8,4.0
3725,0.9372549,0.5372549,0.90588236,304.7059,0.42677817,0.9372549,10.0
2431,0.74509805,0.84313726,1.0,216.92308,0.25490192,1.0,7.2
2947,0.47843137,0.60784316,0.88235295,220.7767,0.4577777,0.88235295,7.6
4844,0.80784315,0.44705883,0.72156864,314.34784,0.44660187,0.80784315,14.0
1749,0.4862745,0.7254902,0.75686276,186.95654,0.35751292,0.75686276,7.0
205,0.4627451,0.5176471,0.7490196,228.49315,0.3821989,0.7490196,4.0
1891,0.47058824,0.7372549,0.7372549,179.99997,0.36170208,0.7372549,7.0
1944,0.46666667,0.7372549,0.75686276,184.05408,0.38341963,0.75686276,7.0
3346,0.43529412,0.41960785,0.6,245.21739,0.30065355,0.6,8.2
90,0.4745098,0.53333336,0.7921569,228.88889,0.40099004,0.7921569,4.0
3323,0.44705883,0.43137255,0.6117647,245.21739,0.29487175,0.6117647,8.2
448,0.47058824,0.53333336,0.81960785,229.21349,0.42583728,0.81960785,4.0
3549,0.9647059,0.54901963,0.9098039,307.92453,0.43089423,0.9647059,10.0
3893,0.9647059,0.54509807,0.91764706,306.729,0.43495926,0.9647059,10.0
1259,0.48235294,0.79607844,0.7882353,178.49998,0.39408863,0.79607844,6.8
2963,0.47843137,0.60784316,0.88235295,220.7767,0.4577777,0.88235295,7.6
3348,0.43137255,0.41568628,0.59607846,245.21739,0.30263153,0.59607846,8.2
3105,0.41960785,0.4117647,0.5921569,242.60869,0.30463573,0.5921569,8.2
305,0.47843137,0.54901963,0.8156863,227.44186,0.41346148,0.8156863,4.0
3525,0.95686275,0.5803922,0.9098039,307.50003,0.39344254,0.95686275,10.0
2882,0.48235294,0.58431375,0.8627451,223.91753,0.44090903,0.8627451,7.6
3273,0.4862745,0.45882353,0.5882353,252.72726,0.21999998,0.5882353,8.2
4783,0.81960785,0.41960785,0.7882353,304.7059,0.4880382,0.81960785,14.0
4502,0.80784315,0.4745098,0.74509805,311.29413,0.41262132,0.80784315,14.0
1680,0.5176471,0.72156864,0.7529412,188.00003,0.31249994,0.7529412,7.0
4541,0.79607844,0.40784314,0.7411765,308.48486,0.48768467,0.79607844,14.0
1169,0.6,0.7647059,0.75686276,177.1428,0.21538456,0.7647059,6.8
131,0.47058824,0.5411765,0.8039216,227.29411,0.41463408,0.8039216,4.0
543,0.56078434,0.5803922,0.8156863,235.38461,0.31249994,0.8156863,4.2
2398,0.72156864,0.827451,1.0,217.1831,0.27843133,1.0,7.2
4412,0.92156863,0.49803922,0.8862745,305.0,0.4595744,0.92156863,12.0
1925,0.44313726,0.7490196,0.74509805,179.23074,0.4083769,0.7490196,7.0
3478,0.41568628,0.43529412,0.5921569,233.33334,0.2980132,0.5921569,8.2
539,0.5568628,0.57254905,0.8117647,236.3077,0.3140096,0.8117647,4.2
2866,0.49411765,0.6,0.8509804,222.1978,0.4193548,0.8509804,7.6
3301,0.48235294,0.4627451,0.6,248.57143,0.22875816,0.6,8.2
2106,0.7254902,0.8352941,1.0,216.00002,0.27450976,1.0,7.2
4753,0.7921569,0.39215687,0.7607843,304.7059,0.5049504,0.7921569,14.0
1496,0.5411765,0.7764706,0.77254903,178.99997,0.30303022,0.7764706,6.8
183,0.45490196,0.5137255,0.74509805,227.83784,0.38947362,0.74509805,4.0
1283,0.54901963,0.8352941,0.8352941,179.99997,0.34272292,0.8352941,6.8
2874,0.49411765,0.5882353,0.8666667,224.8421,0.4298642,0.8666667,7.6
3410,0.4745098,0.45490196,0.5921569,248.57143,0.23178805,0.5921569,8.2
4982,0.8392157,0.42352942,0.78431374,307.92453,0.49532703,0.8392157,14.0
764,0.5176471,0.5686275,0.8392157,230.48781,0.3831775,0.8392157,4.2
1594,0.44705883,0.7411765,0.7372549,179.19998,0.39682534,0.7411765,7.0
3853,0.9490196,0.59607846,0.89411765,309.33334,0.37190077,0.9490196,10.0
4742,0.8039216,0.4117647,0.7490196,308.40002,0.4878048,0.8039216,14.0
1010,0.57254905,0.7764706,0.7607843,175.38458,0.2626262,0.7764706,6.8
4935,0.81960785,0.39607844,0.76862746,307.22223,0.51674634,0.81960785,14.0
1558,0.4862745,0.73333335,0.7372549,180.93753,0.3404255,0.7372549,7.0
4429,0.9372549,0.49019608,0.89411765,305.7895,0.4769874,0.9372549,12.0
